Melody-name;Author;Melody;Duration
Prelude-from-Suite-no.1-for-unaccompanied-cello;Bach;d-a-f#-e-f#-a-f#-a-d-a-f#-e-f#-a-f#-a-d-h-g-f#-g-h-g-h-d-h-g-f#-g-h-g-h-d-c#-g-f#-g-c#-g-c#-d-c#-g-f#-g-c#-g-c#-d-d-f#-e-f#-d-f#-d-d-d-f#-e-f#-d-f#-c#-d-h-f#-e-f#-d-c-d-h-d-c#-d-f#-a-g#-f#-g#-d-e-d-e-d-e-d-g#-d-e-d-e-d-e-d-c#-e-a-g#-a-e-d-e-c#-e-d-e-a-c#-h-a-h-f#-d-c#-d-f#-d-f#-h-f#-d-c#-d-f#-d-f#-h-g#-a-h-a-g#-f#-e-d-c#-h-a-g#-f#-e-d-c#-h-a-a-e-a-c#-e-a-h-c#-e-d-c#-h-a-d#-a-c-a-c-a-d-a-f#-a-c-a-c-a-d-a-g-h-e-f#-g-e-h-a-g-h-e-f#-g-e-c#-h-a#-c#-a#-c#-e-c#-e-c#-a#-c#-a#-c#-e-c#-e-c#-d-c#-h-d-c#-d-e-c#-d-c#-h-a-g-f#-e-d-c#-g-a-g-a-g-a-g-c#-g-a-g-a-g-a-g-d-f#-c-h-c-f#-c-f#-d-f#-c-h-c-f#-c-f#-d-g-h-a-h-g-h-g-d-g-h-a-h-g-h-g-d-c#-g-f#-g-c#-g-c#-d-c#-g-f#-g-c#-g-c#-d-a-f#-e-f#-d-c#-h-a-g-f#-e-d-c#-h-a-g#-e-h-c#-d-h-c#-d-g#-e-h-c#-d-h-c#-d-g-e-a-h-c#-a-h-c#-g-e-a-h-c#-a-h-c#-g-e-a-c#-e-g#-a-a-e-f#-g-a-h-c#-d-e-c#-a-h-c#-d-e-f#-g-e-c#-d-e-f#-g-a-a#-a-g#-a-a-g-f#-g-g-e-c#-h-a-e-f#-g-a-e-a-c#-e-f#-g-e-f#-d-a-g-f#-d-e-f#-a-d-f#-a-d-e-f#-d-g#-f-e-f-f-e-d#-e-e-d-c#-d-d-h-g#-f#-e-g#-h-d-e-g#-a-g-a-e-c#-h-c#-e-a-c#-e-a-g#-f#-e-d-c#-h-a-g-f#-e-d-c#-h-a-g-f#-e-d-c#-h-a-g-f#-e-d-c#-h-a-g-f#-e-d-c#-h-a-g-f#-e-d-c#-h-c#-e-a-e-h-e-c#-e-d-e-h-e-c#-e-a-e-d-e-h-e-c#-e-a-e-d-e-h-e-c#-e-a-e-h-e-c#-e-d-e-e-e-f#-e-a-e-e-e-f#-e-g-e-a-e-f#-e-g-e-a-e-f#-e-g-e-f#-e-g-e-e-e-f#-e-e-e-f#-e-d-e-e-e-d-e-e-e-c#-e-d-e-c#-e-d-e-h-e-c#-e-a-h-c-a-c#-a-d-a-d#-a-e-a-f-a-f#-a-g-a-g#-a-a-a-a#-a-h-a-c-a-c#-a-d-f#-a-f#-d-f#-d-f#-d-f#-a-f#-a-f#-a-f#-d-e-a-e-d-e-d-e-d-e-a-e-d-e-d-e-c#-g-a-g-c#-g-c#-g-c#-g-a-g-c#-g-c#-g-f#;0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.125-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.125-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-1
Air-on-the-G-string;Bach;c#-c#-c#-f#-d-h-a-g#-a-g#-f#-e-e-e-c-g-f#-h-a#-e-d-d-d-h-f#-e-a-g#-d-c#-c#-d#-e-a-a-h-c#-c#-h-h-a-g#-f#-f#-g#-a-a-g#-f#-e-c#-c#-c#-f#-d-h-a-g#-a-g#-f#-e-e-e-c-g-f#-h-a#-e-d-d-d-h-f#-e-a-g#-d-c#-c#-d#-e-a-a-h-c#-c#-h-h-a-g#-f#-f#-g#-a-a-g#-f#-e-g#-g#-a-g#-f#-g#-e-e-g-f#-f#-f#-e-d-c#-d-d-c#-h-a-g#-f#-f-f#-g#-g#-a-h-h-c#-d-c#-h-a-g#-f#-g#-a-h-a-f#-a-a-c#-h-a-f#-e-d#-c#-h-e-e-f#-g#-a-g#-f#-e-a-c#-h-h-d-c#-c#-e-d-d-e-e-g#-h-d-d-h-c#-c#-d-e-a-a-c#-e-g-f#-a-g#-h-d-f#-e-h-c#-d-d-c#-h-a-g#-f#-g#-a-g#-a-a-g#-g#-a-g#-f#-g#-e-e-g-f#-f#-f#-e-d-c#-d-d-c#-h-a-g#-f#-f-f#-g#-g#-a-h-h-c#-d-c#-h-a-g#-f#-g#-a-h-a-f#-a-a-c#-h-a-f#-e-d#-c#-h-e-e-f#-g#-a-g#-f#-e-a-c#-h-h-d-c#-c#-e-d-d-e-e-g#-h-d-d-h-c#-c#-d-e-a-a-c#-e-g-f#-a-g#-h-d-f#-e-h-c#-d-d-c#-h-a-g#-f#-g#-a-g#-a-a;1-1-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.5-0.125-0.375-1-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-1-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.75-0.125-0.125-0.25-0.0625-0.0625-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.0625-0.0625-0.125-0.25-0.125-0.125-1-1-1-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.5-0.125-0.375-1-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-1-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.75-0.125-0.125-0.25-0.0625-0.0625-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.0625-0.0625-0.125-0.25-0.125-0.125-1-0.5-0.125-0.0625-0.0625-0.0625-0.0625-0.125-0.75-0.25-0.25-0.25-0.125-0.125-0.125-0.125-0.5-0.0625-0.0625-0.0625-0.0625-0.125-0.125-0.125-0.125-0.25-0.125-0.125-0.25-0.125-0.125-0.5-0.25-0.125-0.125-0.125-0.125-0.125-0.0625-0.0625-0.25-1-0.5-0.125-0.125-0.125-0.125-0.75-0.125-0.125-0.0625-0.0625-0.125-0.25-0.375-0.0625-0.0625-0.375-0.125-0.5-0.75-0.125-0.125-0.75-0.125-0.125-0.75-0.125-0.125-1-0.5-0.125-0.125-0.125-0.125-0.125-0.125-0.5-0.125-0.0625-0.0625-0.5-0.125-0.125-0.125-0.125-0.75-0.25-0.125-0.125-0.5-0.25-0.25-0.125-0.0625-0.0625-0.125-0.25-0.125-0.0625-0.0625-0.25-0.125-0.25-0.125-0.125-1-0.5-0.125-0.0625-0.0625-0.0625-0.0625-0.125-0.75-0.25-0.25-0.25-0.125-0.125-0.125-0.125-0.5-0.0625-0.0625-0.0625-0.0625-0.125-0.125-0.125-0.125-0.25-0.125-0.125-0.25-0.125-0.125-0.5-0.25-0.125-0.125-0.125-0.125-0.125-0.0625-0.0625-0.25-1-0.5-0.125-0.125-0.125-0.125-0.75-0.125-0.125-0.0625-0.0625-0.125-0.25-0.375-0.0625-0.0625-0.375-0.125-0.5-0.75-0.125-0.125-0.75-0.125-0.125-0.75-0.125-0.125-1-0.5-0.125-0.125-0.125-0.125-0.125-0.125-0.5-0.125-0.0625-0.0625-0.5-0.125-0.125-0.125-0.125-0.75-0.25-0.125-0.125-0.5-0.25-0.25-0.125-0.0625-0.0625-0.125-0.25-0.125-0.0625-0.0625-0.25-0.125-0.25-0.125-0.125-1
Meneut-from-French-Suite-No.3;Bach;c-e-a-e-h-e-c-e-a-e-g#-e-a-e-a-e-h-e-c-e-a-e-g#-e-c-e-c-a-f-d-h-d-h-g-e-c-a-e-d-c-h-a-g#-e-c-e-a-e-h-e-c-e-a-e-g#-e-a-e-a-e-h-e-c-e-a-e-g#-e-c-e-c-a-f-d-h-d-h-g-g-d-e-g-e-c-g-h-c-c-e-a-e-h-e-c-e-a-e-g#-e-a-e-a-e-h-e-c-e-a-e-g#-e-c-e-c-a-f-d-h-d-h-g-e-c-a-e-d-c-h-a-g#-e-c-e-a-e-h-e-c-e-a-e-g#-e-a-e-a-e-h-e-c-e-a-e-g#-e-c-e-c-a-f-d-h-d-h-g-g-d-e-g-e-c-g-h-c-g-f-e-d-c-h-c-d-e-c-d-f-e-f-g-h-c-e-d-e-a-f#-a-h-c-h-a-g-f#-e-f#-d#-e-g-a-a#-a-g-f-g-e-f-d-a-h-c-h-a-g#-a-f#-g#-e-d-h-e-h-d-h-f-h-e-h-d-h-c-a-e-a-c-a-e-a-d-a-c-a-h-a-c-a-d-a-e-a-f-a-d-a-e-d-c-h-c-a-g-f-e-d-c-h-c-d-e-c-d-f-e-f-g-h-c-e-d-e-a-f#-a-h-c-h-a-g-f#-e-f#-d#-e-g-a-a#-a-g-f-g-e-f-d-a-h-c-h-a-g#-a-f#-g#-e-d-h-e-h-d-h-f-h-e-h-d-h-c-a-e-a-c-a-e-a-d-a-c-a-h-a-c-a-d-a-e-a-f-a-d-a-e-d-c-h-c-a;0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.25-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.75-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.25-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.75-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.25-0.25-0.25-0.25-0.25-0.25-0.25-0.25-0.125-0.125-0.25-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.75-0.375-0.0625-0.0625-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.375-0.0625-0.0625-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.25-0.125-0.125-0.125-0.125-0.75-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.25-0.25-0.25-0.25-0.25-0.25-0.25-0.25-0.125-0.125-0.25-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.75-0.375-0.0625-0.0625-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.375-0.0625-0.0625-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.25-0.125-0.125-0.125-0.125-0.75
Aria-from-Goldberg-Variations;Bach;g-g-a-h-a-f-d-g-g-f#-g-a-g-f#-g-f#-e-d-d-d-e-f-e-c-a-f#-g-f#-a-g-f#-e-d-c-a-c-h-g-f#-g-h-h-c#-d-d-c#-h-a-d-g-g-f#-g-g-e-c#-e-a-g-f#-e-d-a-a-h-c-h-a-g-f#-e-c#-c#-d-e-d-c#-h-a-g-h-c#-d-d-e-d-c#-d-g-g-a-h-a-f-d-g-g-f#-g-a-g-f#-g-f#-e-d-d-d-e-f-e-c-a-f#-g-f#-a-g-f#-e-d-c-a-c-h-g-f#-g-h-h-c#-d-d-c#-h-a-d-g-g-f#-g-g-e-c#-e-a-g-f#-e-d-a-a-h-c-h-a-g-f#-e-c#-c#-d-e-d-c#-h-a-g-h-c#-d-d-e-d-c#-d-a-a-a-a-h-c-d-e-d-h-g-g-e-f#-d#-e-a-h-a-g-a-f#-d#-h-g-f#-e-e-h-c-h-a-h-g-e-f#-d#-e-e-g-f#-e-f#-e-d#-a-g-f#-e-f#-d#-e-e-c-a-h-c-d-c-h-c-h-a-g-a-h-c-d-c-h-c-a-e-a-c-h-a-g-f#-d-c-h-c-a-f#-a-c-e-d-c-h-c-h-a-h-g-d-g-h-g-c-d-e-f-e-d-e-c-g-c-e-c-f#-g-a-c-h-a-h-c-d-g-h-a-g-f#-g-c-h-a-h-d-g-f-g-a-a-a-a-h-c-d-e-d-h-g-g-e-f#-d#-e-a-h-a-g-a-f#-d#-h-g-f#-e-e-h-c-h-a-h-g-e-f#-d#-e-e-g-f#-e-f#-e-d#-a-g-f#-e-f#-d#-e-e-c-a-h-c-d-c-h-c-h-a-g-a-h-c-d-c-h-c-a-e-a-c-h-a-g-f#-d-c-h-c-a-f#-a-c-e-d-c-h-c-h-a-h-g-d-g-h-g-c-d-e-f-e-d-e-c-g-c-e-c-f#-g-a-c-h-a-h-c-d-g-h-a-g-f#-g-c-h-a-h-d-g-f-g;0.25-0.25-0.1875-0.0625-0.125-0.125-0.5-0.25-0.375-0.0625-0.0625-0.03125-0.03125-0.0625-0.03125-0.03125-0.0625-0.5-0.25-0.25-0.1875-0.0625-0.125-0.125-0.375-0.125-0.03125-0.09375-0.03125-0.09375-0.03125-0.09375-0.03125-0.09375-0.1875-0.0625-0.03125-0.09375-0.125-0.5-0.25-0.25-0.1875-0.0625-0.0625-0.0625-0.0625-0.0625-0.5-0.25-0.375-0.0625-0.0625-0.125-0.125-0.375-0.125-0.0625-0.0625-0.0625-0.0625-0.125-0.25-0.03125-0.03125-0.0625-0.0625-0.0625-0.0625-0.0625-0.125-0.25-0.03125-0.03125-0.0625-0.0625-0.0625-0.0625-0.0625-0.125-0.25-0.125-0.125-0.03125-0.03125-0.03125-0.03125-0.5-0.25-0.25-0.1875-0.0625-0.125-0.125-0.5-0.25-0.375-0.0625-0.0625-0.03125-0.03125-0.0625-0.03125-0.03125-0.0625-0.5-0.25-0.25-0.1875-0.0625-0.125-0.125-0.375-0.125-0.03125-0.09375-0.03125-0.09375-0.03125-0.09375-0.03125-0.09375-0.1875-0.0625-0.03125-0.09375-0.125-0.5-0.25-0.25-0.1875-0.0625-0.0625-0.0625-0.0625-0.0625-0.5-0.25-0.375-0.0625-0.0625-0.125-0.125-0.375-0.125-0.0625-0.0625-0.0625-0.0625-0.125-0.25-0.03125-0.03125-0.0625-0.0625-0.0625-0.0625-0.0625-0.125-0.25-0.03125-0.03125-0.0625-0.0625-0.0625-0.0625-0.0625-0.125-0.25-0.125-0.125-0.03125-0.03125-0.03125-0.03125-0.5-0.25-0.25-0.0625-0.03125-0.03125-0.03125-0.03125-0.0625-0.125-0.125-0.375-0.125-0.375-0.03125-0.03125-0.375-0.03125-0.03125-0.03125-0.03125-0.1875-0.0625-0.375-0.125-0.1875-0.0625-0.25-0.0625-0.0625-0.03125-0.03125-0.03125-0.03125-0.03125-0.09375-0.03125-0.09375-0.25-0.0625-0.0625-0.0625-0.0625-0.1875-0.0625-0.125-0.125-0.125-0.125-0.1875-0.03125-0.03125-0.5-0.125-0.125-0.375-0.0625-0.0625-0.03125-0.03125-0.0625-0.03125-0.03125-0.0625-0.375-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.25-0.25-0.25-0.0625-0.03125-0.03125-0.03125-0.03125-0.0625-0.125-0.125-0.375-0.125-0.375-0.03125-0.03125-0.375-0.03125-0.03125-0.03125-0.03125-0.1875-0.0625-0.375-0.125-0.1875-0.0625-0.25-0.0625-0.0625-0.03125-0.03125-0.03125-0.03125-0.03125-0.09375-0.03125-0.09375-0.25-0.0625-0.0625-0.0625-0.0625-0.1875-0.0625-0.125-0.125-0.125-0.125-0.1875-0.03125-0.03125-0.5-0.125-0.125-0.375-0.0625-0.0625-0.03125-0.03125-0.0625-0.03125-0.03125-0.0625-0.375-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.0625-0.25
Bist-Du-Bei-Mir;Bach;a-d-d-e-c#-d-g-g-g-f#-a-c#-a-g#-a-e-a-c#-a-g#-a-d-h-h-c#-d-c#-h-a-h-e-g#-a-a-d-d-e-c#-d-g-g-g-f#-a-c#-a-g#-a-e-a-c#-a-g#-a-d-h-h-c#-d-c#-h-a-h-e-g#-a-d-f#-d-c-h-h-g-e-e-d-c-d-d-f#-d-c#-d-a-d-f#-d-c#-d-g-e-e-f#-g-f#-e-d-e-a-c#-d-f#-d-d-c#-h-e-a-a-h-g#-f#-g#-e-h-d-h-a#-h-f#-h-d-h-a#-h-e-d#-e-c#-d-e-d-c#-h-c#-f#-a#-h-e-d-d-e-c#-d-g-g-g-f#-a-c#-a-g#-a-e-a-c#-a-g#-a-d-c#-d-h-c#-d-c#-h-a-h-e-g#-a-g-e-e-d-c#-d-d-f#-d-c#-d-a-d-f#-d-c#-d-g-e-e-f#-g-f#-e-d-e-a-c#-d;0.25-0.25-0.125-0.125-0.5-0.25-0.25-0.25-0.5-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.25-0.25-0.125-0.0625-0.0625-0.1875-0.0625-0.1875-0.0625-0.1875-0.0625-0.75-0.25-0.25-0.125-0.125-0.5-0.25-0.25-0.25-0.5-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.25-0.25-0.125-0.0625-0.0625-0.1875-0.0625-0.1875-0.0625-0.1875-0.0625-0.75-0.25-0.125-0.125-0.125-0.125-0.75-0.25-0.25-0.125-0.125-0.5-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.25-0.25-0.125-0.0625-0.0625-0.1875-0.0625-0.1875-0.0625-0.1875-0.0625-0.75-0.25-0.25-0.125-0.125-0.5-0.25-0.25-0.125-0.125-0.25-0.125-0.125-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.25-0.1875-0.03125-0.03125-0.1875-0.0625-0.1875-0.0625-0.1875-0.0625-0.5-0.25-0.25-0.125-0.125-0.5-0.25-0.25-0.25-0.5-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.25-0.1875-0.03125-0.03125-0.1875-0.0625-0.1875-0.0625-0.1875-0.0625-0.5-0.25-0.25-0.125-0.125-0.5-0.25-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.125-0.25-0.25-0.125-0.0625-0.0625-0.1875-0.0625-0.1875-0.0625-0.1875-0.0625-0.5
